name,alias,part,age,infection,insurance,department,checklist,symptom,complication,treatment,drug,period,rate,money,,,,,
结核性溃疡,溃疡性皮肤结核,皮肤,所有人群,无传染性,非医保疾病,皮肤科 传染科,直接涂片检查 结核菌素皮内试验 PPD试验 [详细],脓苔 多发性结节 脓肿 皮下结节 发烧 [详细],肺结核 膀胱结核 [详细],药物治疗 [详细],帕司烟肼胶囊 异烟肼片 利福平胶囊 [详细],2--6个月,60%,市三甲医院约20000--50000元,,,,,
压力上瘾症,,心理,一是对现实不满意的人，二是爱面子好攀比的人，三是患得患失的人,无传染性,非医保疾病,心理咨询,暂无相关资料,紧张 紧张性失眠 [详细],压力性尿失禁 [详细],暂无相关资料,>> 应该如何用药？用什么药？ [详细],,暂无相关资料,暂无相关资料,,,,,
心厥,心源性昏厥,心脏,所有人群,无传染性,非医保疾病,中医科 心血管内科,心电图 [详细],呼吸困难 抽搐 头晕 易昏厥 心脏骤停 [详细],急性肺源性心脏病 高心病 甲亢性心脏病 糖尿病心脏病 心脏直视手术所致神经疾病 [详细],药物治疗 [详细],应该如何用药？用什么药？ [详细],1-3月,85%,,,,,,
真菌性关节炎,霉菌性关节炎,关节,所有人群,无传染性,非医保疾病,骨科 中医科,一般摄片检查 [详细],关节痛 发烧 丘疹 结节 溃疡 [详细],骨髓炎 [详细],药物治疗 [详细],酮康唑 正清风痛宁片 散寒活络丸 [详细],3-6个月,70-85%,市三甲医院约（10000 —— 30000元）,,,,,
乙状窦血栓性静脉炎,,耳 血液血管,所有人群,无传染性,医保疾病,耳鼻喉科 血管外科,白细胞数 眼底检查 [详细],低烧 精神萎靡 水肿 怕冷 寒战 [详细],败血症 硬脑膜下脓肿 脑膜炎 [详细],药物治疗 [详细],非普拉宗片 复方七叶皂苷钠... 菠萝蛋白酶肠溶... [详细],10-30天,60%,,,,,,
圆翳内障,老年性白内障,眼,中老年人,无传染性,非医保疾病,中医科 眼科,暂无相关资料,眼前黑影 眼胀 视力障碍 眼干涩酸胀，易疲劳 视力常呈雾状模糊感 [详细],化脓性眼内炎 脉络膜脱离型视网膜脱离 后发性白内障 并发症白内障 [详细],外用药治疗、手术治疗 [详细],杞菊地黄丸(浓... 注射用硫普罗宁 复方石斛片 [详细],3-6月,85%,市三甲医院约（5000 —— 30000元）,,,,,
肠扭转综合征,,肠,45岁以上中老年人，男性,无传染性,非医保疾病,消化内科 胃肠外科,腹部平片 腹部CT 腹部透视 腹部MRI 腹部听诊 [详细],腹痛伴恶心、呕吐 肠鸣 粪样呕吐物 粪便嵌塞 腹胀 [详细],肠梗阻 [详细],药物治疗 [详细],盐酸消旋山莨菪... [详细],1-2个月,50%,,,,,,
神经内分泌肿瘤皮肤转移,,腹部 皮肤,所有人群,无传染性,非医保疾病,肿瘤科,CT造影增强扫描 CT平扫 粒红比例 积液β2-微球蛋白 积液癌胚抗原 [详细],原发灶不明的转移灶 结节 三叉神经一二支分布区域疼痛 月经期长痘 指鼻不准 [详细],神经内分泌肿瘤皮肤转移 [详细],中医药物治疗、西医药物治疗 [详细],注射用盐酸平阳... 氟尿嘧啶注射液 [详细],2-4月,50%,,,,,,
流注,,肌肉,成年人,无传染性,非医保疾病,中医科,暂无相关资料,瘀血 [详细],眶骨膜下脓肿 新生儿泪囊炎 颅咽管瘤 副鼻窦炎 脑囊虫病 [详细],中医药物治疗 [详细],西黄丸 西黄丸 活血止痛膏 [详细],7-14天,70%,市三甲医院约（500 —— 1000元）,,,,,
喉部钝挫伤,"喉部闭合性损伤,喉部挫伤",咽喉 颈部,外伤史患者,无传染性,非医保疾病,普外科 外伤科,内镜检查 食管造影 胸透 [详细],呼吸困难 内出血 皮下气肿 吞咽困难 声音变低 [详细],纵隔气肿 [详细],手术治疗、药物治疗 [详细],伤科活血酊 复方氯唑沙宗片 伤科活血酊 [详细],治疗周期21天,治愈率89.4%,,,,,,
婴幼儿舌下囊肿,木舌,口,新生儿,无传染性,非医保疾病,口腔科 中医科,暂无相关资料,舌运动受限 继发感染 黏液囊肿 [详细],暂无相关资料,药物治疗、手术治疗 [详细],>> 应该如何用药？用什么药？ [详细],1-3个月,90%，以手术治疗为主,市三甲医院约（3000-8000元）,,,,,
气痢,,其他,儿童,无传染性,非医保疾病,中医科,暂无相关资料,排水样血性大便 腹胀 肠鸣 里急后重 小便不易排空 [详细],脑血管瘤 脑囊虫病 垂体性侏儒症 慢性腹泻 发作性睡病 [详细],药物治疗 [详细],>> 应该如何用药？用什么药？ [详细],1-3周,70%,市三甲医院约（1000 —— 5000元）,,,,,
致命性中线肉芽肿,"鼻部坏疽性肉芽肿,坏疽性鼻炎,进行性致死性肉芽肿,面部恶性肉芽肿,致死性中线肉芽肿",面部 鼻,中青年，男性多于女性,无传染性,非医保疾病,耳鼻喉科 皮肤科,浆细胞 皮损 [详细],鼻塞 打喷嚏 骨质破坏 鼻黏膜可呈颗粒状易碎的结痂 溃疡 [详细],灰指甲 [详细],放射治疗、中医药物治疗、西医药物治疗 [详细],醋酸泼尼松片 [详细],3-6月,45%左右,市三甲医院约（10000 —— 30000元）,,,,,
颅狭症,"颅缝骨化症,颅缝早闭,颅骨闭锁症,颅骨狭窄症,颅骨愈合症,颅狭小,颅狭窄畸形,狭颅症",颅脑 颅骨,婴幼儿,无传染性,非医保疾病,脑外科,头颅平片 颅整体观 [详细],斜头畸形 长头畸形 面部畸形 鼻旁窦发育不良 三角头畸形 [详细],唇裂 腭裂 脊柱裂 先天性心脏病 [详细],手术治疗 [详细],应该如何用药？用什么药？ [详细],1-3个月,20%,,,,,,
网状红斑萎缩性毛囊炎,"虫蚀状皮肤萎缩,蜂窝状萎缩,红斑性皮肤萎缩,网状红斑性毛囊炎,中面部对称性网状皮肤萎缩",皮肤,所有人群,无传染性,非医保疾病,皮肤科,细胞组织化学染色 免疫病理检查 皮肤涂片显微镜检查 [详细],钙沉积 皮肤钙化 硬斑 表皮发生钙化 丘疹 [详细],脓毒症和菌血症 [详细],药物治疗 [详细],克林霉素甲硝唑... 复方片仔癀软膏 氧氟沙星凝胶 [详细],2--6周,20%,,,,,,
自身免疫性孕酮性皮炎,,皮肤 免疫系统,对黄体酮敏感者,无传染性,非医保疾病,皮肤科,皮肤涂片显微镜检查 皮内试验 [详细],丘疹 类似荨麻疹的皮肤潮红斑块 多形红斑样皮疹 疱疹 风团 [详细],疱疹样皮炎 [详细],药物治疗、手术治疗 [详细],他克莫司软膏 左炔诺孕酮片 [详细],10-30天,30%,市三甲医院约1000--5000,,,,,
小儿晚发性维生素K缺乏病,小儿迟发性维生素Ｋ依赖因子缺乏症,全身,出生后1个月左右,无传染性,非医保疾病,儿科 营养科,凝血时间 凝血酶原时间 颅脑CT 维生素K 简易凝血酶生成试验 [详细],颅内出血 皮肤紫癜 烦躁不安 便血 哭泣样尖叫 [详细],贫血 [详细],中医药物治疗、西医药物治疗 [详细],维生素K1注射液 维生素K1注射液 维生素K1片 [详细],8-12周,85%，严重患儿需要手术治疗,,,,,,
地方性克汀病,,其他,远离沿海及山区的人群,无传染性,非医保疾病,内分泌科,听力检查 尿碘 血清抗甲状腺抗体 颅脑CT 脑电图 [详细],颅面骨畸形 表情淡漠 身体下部短于上部 呆滞 甲状腺功能低下 [详细],,药物治疗 [详细],碘酸钾片 左甲状腺素钠片 左甲状腺素钠片 [详细],3-6个月,45%-55%,,,,,,
非依赖性物质伴发依赖,,全身 心理,所有人群,无传染性,非医保疾病,心理咨询 精神病科,兴奋剂尿检 [详细],面容憔悴早老 消瘦 性欲减退 食欲缺乏 癫痫和癫痫样发作 [详细],暂无相关资料,药物治疗、支持疗法 [详细],>> 应该如何用药？用什么药？ [详细],3-6个月,80%，以精神疏导治疗为主,市三甲医院约（1000 —— 5000元）,,,,,
眼类肉瘤病,"眼结节病,眼类肉状瘤病,眼肉状瘤病",眼,20-50岁人群，HLA-B8HLA-DR阳性者,无传染性,非医保疾病,眼科,血清血管紧张素转化酶 溶菌酶 血清腺苷脱氨酶 细胞免疫检查 扫描电子显微镜 [详细],视力障碍 瞳孔异常 腋下淋巴肿大 睫状充血 畏光流泪 [详细],青光眼 并发症白内障 [详细],药物治疗、对症支持治疗 [详细],>> 应该如何用药？用什么药？ [详细],1--6个月,10--20%,市三甲医院约（2000 —— 8000元）,,,,,
Q热,,全身,多见于男性青壮年,有传染性,医保疾病,传染科 呼吸内科,补体结合试验 体温 [详细],乏力 弛张热 疲乏 肝脏肿大 怕冷 [详细],胸膜炎 胸腔积液 [详细],西医药物治疗 [详细],氯霉素片 氯霉素胶囊 氯芬黄敏片 [详细],3-6个月,60%-70%,不同医院收费标准不一致，市三甲医院约（ 1000—— 3000元）;,,,,,
中叶综合征,"中叶综合症,Brock综合征,Graham -Burford-Mayer综合征",肺,所有人群,无传染性,医保疾病,呼吸内科,胸透 支气管镜 胸部CT 白细胞分类计数 [详细],咳嗽 咳痰 发烧 呼吸异常 啰音 [详细],,病因治疗 [详细],应该如何用药？用什么药？ [详细],3-6个月,45-55%,,,,,,
特发性尿钙增多症,"特发性高钙尿,特发性高钙尿症",肾 血液血管,儿童,无传染性,非医保疾病,肾内科,尿钙 肾脏B超 肾脏MRI 肾脏CT HCO3-重吸收试验 [详细],蛋白尿 多饮 多尿 白细胞增多 钙沉积 [详细],尿路感染 继发性甲状旁腺功能亢进症 [详细],饮食疗法 、药物疗法 [详细],氢氯噻嗪 八正合剂 [详细],3-6个月,40%-50%，多以控制症状为主,,,,,,
小儿结膜吸吮线虫病,"小儿东方眼虫病,小儿华裔吸吮线虫病",眼,婴幼儿,有传染性,非医保疾病,眼科 儿科,激发试验 [详细],结膜充血 眼痛 畏光及流泪 角膜混浊 眼压升高 [详细],青光眼 [详细],药物治疗 [详细],红霉素软膏 [详细],10-15天,30%,不同医院收费标准不一致，市三甲医院约（600 —— 2000元）;,,,,,
风秘,,全身,风热感冒患者或中风胃肠积热患者,无传染性,非医保疾病,中医科,,腹胀 排便困难 [详细],风热感冒 便秘 老年便秘 颅咽管瘤 脑囊虫病 [详细],药物治疗 [详细],应该如何用药？用什么药？ [详细],1-2周,70-80%,,,,,,
蓝鼓膜与胆固醇肉芽肿,,耳,所有人群,无传染性,非医保疾病,内科 耳鼻喉科,耳鼻咽喉CT 耳镜检查法 蓝多耳菲征 [详细],蓝鼓膜征 肉芽肿 鼓膜充血 胆囊壁纤维化 [详细],高血压 [详细],,醋酸泼尼松片 氟伐他汀钠胶囊 [详细],,暂无相关资料,,,,,,
老年人钙化性瓣膜病,"老年钙化性瓣膜病,老年人退行性瓣膜病,老年人心脏钙化综合征",心脏,老年人群,无传染性,非医保疾病,老年科 心胸外科,心电图 动态心电图 经食管超声心动图 多普勒超声心动图 二维超声心动图 [详细],疲乏 收缩期杂音 心脏扩大 心悸 钙化 [详细],心力衰竭 感染性心内膜炎 [详细],药物治疗 [详细],复方卡托普利片 尼可地尔片 单硝酸异山梨酯... [详细],2--6个月,30--50%,市三甲医院约（3000 —— 8000元）,,,,,
老年人脊髓亚急性联合变性,"老年脊髓亚急性联合变性,老年人亚急性脊髓混合变性",脊髓,老年人群,无传染性,非医保疾病,神经内科 老年科,维生素B12 MRI 脑诱发电位 脊柱MRI [详细],反应迟钝 抑郁 步态不稳 易激惹 视野缩小 [详细],贫血 视神经萎缩 [详细],药物治疗 [详细],注射用盐酸克林... 巴氯芬片 [详细],3-5年,30-40%,,,,,,
老年人酒精性心脏病,"老年酒精诱发性心肌病,老年慕尼黑啤酒心脏",心脏 颅脑,老年人,无传染性,非医保疾病,心血管内科 老年科,心电图 二维超声心动图 胸部平片 动态心电图 经食管超声心动图 [详细],慢性房颤 肝功能不全 嗜酒 多尿 阵发性夜间呼吸困难 [详细],暂无相关资料,药物治疗 [详细],盐酸纳洛酮注射... [详细],1--3个月,20%,市三甲医院约（3000 —— 8000元）,,,,,
其他沙门菌感染,,肠 血液血管,所有人群,有传染性,非医保疾病,消化内科 传染科,粪细菌培养 尿液细菌培养 血液及骨髓细菌培养 沙门氏菌的鉴定 [详细],发烧 怕冷 寒战 恶心与呕吐 肚子疼 [详细],骨髓炎 脑膜炎 [详细],药物治疗 [详细],颠茄酊 头孢哌酮 诺氟沙星胶囊 [详细],,治愈率99%,市三甲医院约（2000 —— 5000元）;,,,,,
热入血室,,其他,经期受寒的妇女,无传染性,非医保疾病,中医科,,发烧 口渴喜饮 [详细],血管周细胞瘤 副鼻窦炎 发作性睡病 脑囊虫病 垂体性侏儒症 [详细],药物治疗 [详细],应该如何用药？用什么药？ [详细],7-10天,80%,,,,,,
妊娠合并慢性肾小球肾炎,妊娠合并慢性肾炎,肾 女性生殖,孕妇,无传染性,非医保疾病,肾内科 内科,尿常规 眼底检查 尿沉渣 尿液细菌培养 尿素 [详细],蛋白尿 妊娠期间小便不通 水肿 孕妇乏力 孕妇贫血 [详细],高血压 贫血 胎儿生长受限 早产 [详细],终止妊娠、西药治疗 [详细],复方石韦胶囊 复方石韦胶囊 正清风痛宁缓释... [详细],,60%,,,,,,
异源内分泌综合征,伴瘤内分泌综合征,全身,所有人群,无传染性,非医保疾病,内分泌科,,恶心 腹胀 低血钾 头痛 肌阵挛 [详细],低血糖症 高钙血症 [详细],药物治疗 [详细],依降钙素 依降钙素 [详细],3-6个月,外科手术治愈率约为50-60%,,,,,,
小儿尿路梗阻,小儿泌尿系统梗阻,尿道 膀胱,婴幼儿,无传染性,非医保疾病,儿科 泌尿外科,腹部平片 肾脏B超 肾脏MRI 肾脏CT 膀胱造影 [详细],泌尿系统感染 食欲不振 少尿 尿频 腰背酸痛 [详细],尿失禁 肾结石 [详细],,八正合剂 四季草颗粒 尿感宁颗粒 [详细],,暂无相关资料,,,,,,
虫证,,肠,所有人群,无传染性,非医保疾病,中医科,,肚子疼 脐周疼痛 发烧 腹胀 消瘦 [详细],肺蛔虫病 发作性睡病 颅咽管瘤 牛带绦虫病 脑血管瘤 [详细],药物治疗 [详细],应该如何用药？用什么药？ [详细],1-2周,80%,,,,,,
复发性髌骨脱位,,膝部 下肢骨,所有人群,无传染性,非医保疾病,骨科 中医科,四肢的骨和关节平片 [详细],髌骨劳损 髌后疼痛 膝关节肿胀积血 摇摆步态 髌骨疼痛 [详细],骨关节炎 [详细],中医药物治疗、西医药物治疗 [详细],复方氯唑沙宗片 双氯芬酸二乙胺... 双氯芬酸钾凝胶 [详细],治疗周期30天,治愈率84%,,,,,,
应激反应及适应障碍,,心理,中老年人,无传染性,非医保疾病,内科 消化内科,神经系统检查 [详细],丧偶后适应性障碍 应激功能减退 紧张 功能性头痛 创伤 [详细],高血压 糖尿病 胃溃疡 [详细],心理治疗、西药、中药 [详细],>> 应该如何用药？用什么药？ [详细],2-4年,50%,不同医院收费标准不一致，市三甲医院约（3000 —— 10000元）,,,,,
小儿自身免疫性淋巴细胞增生综合征,"小儿Canale-Smith综合征,小儿淋巴细胞增生综合征伴自身免疫,小儿自身免疫性淋巴细胞增生综合症",免疫系统 血液血管,小儿,无传染性,非医保疾病,血液科 儿科,自身免疫抗体检测 肝脏超声检查 脾脏B超 混合淋巴细胞培养试验 血凝试验 [详细],粒细胞减少 血小板减少 淋巴结肿大 肝功能异常 脾肿大 [详细],脾功能亢进 脾破裂 溶血性贫血 [详细],药物治疗 支持性治疗 [详细],高三尖杉酯碱注... 乌苯美司胶囊 注射用重组人粒... [详细],1-3个月,30%,,,,,,
甲状旁腺骨营养不良,,颈部 骨,所有人群,无传染性,非医保疾病,骨科,血清钙 血清磷 [详细],骨痛 多尿 甲亢面容 肚子疼 消化不良 [详细],骨折 [详细],手术治疗、药物治疗 [详细],强身健脑片 参术儿康糖浆 一捻金胶囊 [详细],3-6月,85%,,,,,,
缺血性肝炎,急性肝梗死,肝,所有人群,有传染性,非医保疾病,消化内科 内科,肝区腹膜摩擦感 尿胆汁酸 血清总蛋白 血清抗可溶性肝抗原抗体 肝脏B超 血清前白蛋白 尿胆原 比格凝血活酶生成时间 血清白蛋白与球蛋白比值 平均红细胞体积 [详细],肝叶萎缩 上腹不适 肝脏肿大 食欲减退 口唇发黄 [详细],休克 充血性心力衰竭 [详细],对症治疗 [详细],阿德福韦酯片 阿德福韦酯片 二十五味松石丸 [详细],30天,60%,不同医院收费标准不一致，市三甲医院约（1000-5000元）;,,,,,
埃利希体病,"埃里希体病,埃利希菌病,埃利希氏体病",血液血管 肝,所有人群,有传染性,非医保疾病,呼吸内科 儿科,肝功能 细菌的鉴定 [详细],寒战 发烧 头痛 肌肉酸痛 斑丘疹 [详细],弥散性血管内凝血 慢性呼吸衰竭 [详细],药物治疗 [详细],四环素片 氯霉素胶囊 氯霉素片 [详细],3-6个月,15%-35%，多以控制症状为主,市三甲医院约（3000 —— 8000元）;,,,,,
脉络膜病变,,眼,所有人群,无传染性,非医保疾病,眼科,眼底镜检查法 [详细],雾视 眼睛刺痛 [详细],脉络膜脱离型视网膜脱离 中心性渗出性脉络膜视网膜病变 中心性渗出性脉络膜视网膜炎 脉络膜黑色素瘤 脉络膜炎 [详细],,应该如何用药？用什么药？ [详细],,暂无相关资料,,,,,,
石膏综合征,,胃,所有人群,无传染性,非医保疾病,消化内科 普外科,血液生化六项 心电图 胸部平片 [详细],恶心与呕吐 腹胀 肚子疼 [详细],休克 [详细],对症治疗 [详细],葡萄糖氯化钠注... 葡萄糖氯化钠注... 葡萄糖氯化钠注... [详细],1个月,80%,,,,,,
